SampleNo,Type,Mean_DeltaE,15L,15a,15b,25L,25a,25b,45L,45a,45b,75L,75a,75b,110L,110a,110b,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190
SUBARU 368 CK003,PRED,1.4160000085830688,89.83999633789062,-0.5299999713897705,-12.6899995803833,75.98999786376953,-0.20999999344348907,-12.079999923706055,51.5099983215332,0.25999999046325684,-11.350000381469727,33.45000076293945,1.2899999618530273,-11.859999656677246,25.489999771118164,1.8899999856948853,-12.420000076293945,41.36644181,0.0,0.0,0.0,0.0,0.0,21.19689171,8.30662599,0.236271361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82722108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20156966,0.0,4.483410232,0.0,1.878809205,7.502758959,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 368 CK011,REAL,0.0,100.3,-2.19,-15.99,83.71,-1.68,-15.11,53.84,-0.62,-12.61,31.82,0.99,-11.01,22.46,1.78,-10.47,40.81097554,0.0,0.0,0.0,0.0,0.0,35.10534493,6.940580542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096763656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479956529,0.0,0.915254105,6.268911457,4.382213233,0.0,0.0,0.0,0.0,0.0
SUBARU 368 CK011,PRED,3.8459999561309814,94.66999816894531,-0.009999999776482582,-13.649999618530273,78.91999816894531,0.23999999463558197,-12.84000015258789,51.97999954223633,0.800000011920929,-11.3100004196167,33.04999923706055,2.0,-11.229999542236328,24.899999618530273,2.690000057220459,-11.569999694824219,40.81097554,0.0,0.0,0.0,0.0,0.0,35.10534493,6.940580542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096763656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479956529,0.0,0.915254105,6.268911457,4.382213233,0.0,0.0,0.0,0.0,0.0
SUBARU 368 CK012,REAL,0.0,94.13,-2.66,-14.29,81.41,-2.27,-13.7,56.1,-1.46,-11.94,34.47,-0.31,-11.17,24.24,0.32,-11.01,51.23513202,0.0,0.0,0.0,0.0,0.0,23.57097018,7.40063018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153154209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266942615,0.0,4.406589969,0.0,1.922210862,6.684440163,2.359929805,0.0,0.0,0.0,0.0,0.0
SUBARU 368 CK012,PRED,3.3450000286102295,90.91999816894531,-0.4699999988079071,-12.859999656677246,77.56999969482422,-0.2800000011920929,-12.25,53.369998931884766,0.17000000178813934,-11.270000457763672,34.95000076293945,1.2200000286102295,-11.640000343322754,26.6299991607666,1.8899999856948853,-12.229999542236328,51.23513202,0.0,0.0,0.0,0.0,0.0,23.57097018,7.40063018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153154209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266942615,0.0,4.406589969,0.0,1.922210862,6.684440163,2.359929805,0.0,0.0,0.0,0.0,0.0
SUBARU 368 CK015,REAL,0.0,81.45,-1.14,-15.77,72.92,-1.22,-15.1,54.21,-1.1,-13.85,36.62,-0.11,-14.4,27.5,0.75,-15.47,32.2861962,0.0,0.0,0.0,0.0,0.0,22.00345559,3.703031092,0.030013816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82167244,0.0,0.0,0.0,0.0,0.0,9.29638453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.066934557,0.0,0.0,0.0,0.0,3.447638522,3.344673244,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 368 CK015,PRED,2.128000020980835,82.5199966430664,-0.5299999713897705,-13.649999618530273,72.19000244140625,-0.7099999785423279,-12.899999618530273,52.52000045776367,-0.46000000834465027,-12.270000457763672,35.869998931884766,0.800000011920929,-13.079999923706055,27.709999084472656,1.6299999952316284,-14.09000015258789,32.2861962,0.0,0.0,0.0,0.0,0.0,22.00345559,3.703031092,0.030013816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82167244,0.0,0.0,0.0,0.0,0.0,9.29638453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.066934557,0.0,0.0,0.0,0.0,3.447638522,3.344673244,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 389 CK003,REAL,0.0,36.55,-2.98,-47.44,25.95,-1.17,-38.19,14.21,4.29,-30.72,9.96,8.49,-28.72,8.29,9.26,-26.97,1.202191119,0.0,0.0,0.0,0.0,0.0,2.788154248,6.36227158,0.124348892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.93404973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.19048162,0.0,10.03555544,0.0,0.571959603,5.746567879,19.04441988,0.0,0.0,0.0,0.0,0.0
SUBARU 389 CK003,PRED,2.9130001068115234,39.279998779296875,-1.3799999952316284,-48.209999084472656,28.8700008392334,0.2800000011920929,-38.70000076293945,16.5,4.940000057220459,-29.81999969482422,11.75,8.470000267028809,-26.81999969482422,9.819999694824219,8.6899995803833,-24.6299991607666,1.202191119,0.0,0.0,0.0,0.0,0.0,2.788154248,6.36227158,0.124348892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.93404973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.19048162,0.0,10.03555544,0.0,0.571959603,5.746567879,19.04441988,0.0,0.0,0.0,0.0,0.0
SUBARU 45 CK001,REAL,0.0,42.28,43.13,15.98,31.3,38.21,16.21,20.89,33.62,18.4,17.88,31.98,19.33,16.26,30.83,18.55,9.643466141,0.0,0.0,0.0,0.0,0.0,0.0,5.894105429,0.171003303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589387853,0.0,0.0,0.0,0.0,0.0,50.98650582,0.0,0.0,0.0,0.0,11.60183598,0.0,19.84079377,0.272901703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 45 CK001,PRED,2.2360000610351562,43.439998626708984,45.22999954223633,18.34000015258789,32.61000061035156,39.34000015258789,18.110000610351562,21.6299991607666,32.7599983215332,18.5,18.610000610351562,30.389999389648438,18.700000762939453,17.309999465942383,28.959999084472656,17.889999389648438,9.643466141,0.0,0.0,0.0,0.0,0.0,0.0,5.894105429,0.171003303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589387853,0.0,0.0,0.0,0.0,0.0,50.98650582,0.0,0.0,0.0,0.0,11.60183598,0.0,19.84079377,0.272901703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 45 CK006,REAL,0.0,42.01,37.74,13.44,34.73,34.99,13.65,22.94,29.56,14.04,16.01,25.92,15.52,12.9,23.64,14.28,3.761864403,0.0,0.0,0.0,0.0,0.0,8.755564565,13.15142618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89592823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156847428,0.0,0.0,0.0,0.0,0.0,36.10944523,0.0,0.0,0.0,0.0,3.263001651,0.0,20.53359673,3.372325579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 45 CK006,PRED,2.0299999713897705,44.16999816894531,35.119998931884766,12.859999656677246,35.75,32.97999954223633,13.75,23.540000915527344,28.559999465942383,14.199999809265137,17.139999389648438,25.1200008392334,14.729999542236328,14.34000015258789,22.90999984741211,13.770000457763672,3.761864403,0.0,0.0,0.0,0.0,0.0,8.755564565,13.15142618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89592823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156847428,0.0,0.0,0.0,0.0,0.0,36.10944523,0.0,0.0,0.0,0.0,3.263001651,0.0,20.53359673,3.372325579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 46B CK001,REAL,0.0,43.72,31.14,8.29,35.53,27.97,6.09,22.32,22.29,3.83,14.53,18.01,2.62,11.46,15.69,1.97,0.0,0.0,0.0,0.0,0.0,0.0,14.11830033,41.04904368,0.0,0.0,0.0,0.0,0.0,3.55407652,0.0,0.0,6.730059794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.430594703,0.0,0.0,19.7789741,0.0,0.0,9.141769017,0.0,0.0,0.0,0.0,0.0,0.0,0.241410865,0.0,0.0,0.0,0.0,0.0,1.955770996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 46B CK001,PRED,3.63700008392334,49.65999984741211,28.489999771118164,7.829999923706055,39.91999816894531,25.600000381469727,6.869999885559082,25.040000915527344,21.059999465942383,4.760000228881836,16.450000762939453,17.670000076293945,2.880000114440918,12.869999885559082,15.220000267028809,1.6100000143051147,0.0,0.0,0.0,0.0,0.0,0.0,14.11830033,41.04904368,0.0,0.0,0.0,0.0,0.0,3.55407652,0.0,0.0,6.730059794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.430594703,0.0,0.0,19.7789741,0.0,0.0,9.141769017,0.0,0.0,0.0,0.0,0.0,0.0,0.241410865,0.0,0.0,0.0,0.0,0.0,1.955770996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 46B CK006,REAL,0.0,58.37,26.35,11.12,45.37,23.22,7.13,26.61,18.24,3.67,15.99,15.49,1.58,11.98,13.67,0.31,0.0,0.0,0.0,0.0,0.0,0.0,15.70471556,39.3098022,0.227869432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19463534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.553746026,0.0,0.0,0.0,0.0,6.015636482,0.577859802,0.0,0.0,0.0,0.0,0.0,17.41573515,0.0
SUBARU 46B CK006,PRED,3.309999942779541,64.58000183105469,26.520000457763672,10.770000457763672,49.349998474121094,22.739999771118164,8.0600004196167,27.549999237060547,17.020000457763672,4.400000095367432,15.380000114440918,13.579999923706055,1.7200000286102295,10.960000038146973,11.380000114440918,0.4399999976158142,0.0,0.0,0.0,0.0,0.0,0.0,15.70471556,39.3098022,0.227869432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19463534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.553746026,0.0,0.0,0.0,0.0,6.015636482,0.577859802,0.0,0.0,0.0,0.0,0.0,17.41573515,0.0
SUBARU 477 CK101,REAL,0.0,46.68,-12.86,7.49,46.25,-12.86,7.3,46.04,-12.92,6.82,46.99,-12.4,4.88,45.75,-12.05,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.89796913,9.304967486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.87352301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8110689,0.0,11.69383323,3.418638247,0.0,0.0,0.0
SUBARU 477 CK101,PRED,2.5239999294281006,50.599998474121094,-10.109999656677246,7.760000228881836,49.0099983215332,-10.75,7.880000114440918,46.97999954223633,-11.420000076293945,7.159999847412109,46.86000061035156,-11.15999984741211,4.860000133514404,45.310001373291016,-10.899999618530273,4.409999847412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.89796913,9.304967486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.87352301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8110689,0.0,11.69383323,3.418638247,0.0,0.0,0.0
SUBARU 487 CK106,REAL,0.0,28.05,44.81,5.09,20.19,37.21,5.61,10.84,25.99,6.41,7.79,20.46,5.93,6.6,18.04,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.179108395,0.0,0.0,0.0,0.0,28.26528949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082061248,0.0,0.0,0.0,0.0,11.97780743,0.0,0.0,34.87761101,0.0,0.0,13.35143039,0.0,0.0,1.266692039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 487 CK106,PRED,1.8049999475479126,30.3700008392334,44.63999938964844,5.5,21.65999984741211,36.38999938964844,5.789999961853027,12.029999732971191,26.139999389648438,5.920000076293945,9.050000190734863,21.450000762939453,5.429999828338623,8.0,19.420000076293945,4.78000020980835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.179108395,0.0,0.0,0.0,0.0,28.26528949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082061248,0.0,0.0,0.0,0.0,11.97780743,0.0,0.0,34.87761101,0.0,0.0,13.35143039,0.0,0.0,1.266692039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 53C CK003,REAL,0.0,14.59,5.53,-33.54,13.3,6.29,-34.26,12.82,6.73,-34.74,13.87,7.31,-36.02,13.51,7.17,-35.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.756562968,0.865612296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39924237,0.0,9.488783558,0.0,0.0,2.48979881,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 53C CK003,PRED,2.8580000400543213,17.530000686645508,5.409999847412109,-33.849998474121094,16.8700008392334,5.739999771118164,-33.150001525878906,15.649999618530273,5.960000038146973,-33.34000015258789,15.680000305175781,7.110000133514404,-34.68000030517578,14.880000114440918,7.25,-33.91999816894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.756562968,0.865612296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39924237,0.0,9.488783558,0.0,0.0,2.48979881,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU 56B CK001,REAL,0.0,113.52,-30.77,0.68,83.61,-25.58,-0.23,43.4,-17.89,-1.53,23.73,-14.71,-2.76,17.55,-14.09,-3.32,0.0,0.0,3.146180812,31.81243439,0.0,28.68005261,0.0,17.44959766,0.078087335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.283058177,0.0,0.0,0.0,0.553109477,0.0,0.0,13.99747954,0.0,0.0,0.0,0.0
SUBARU 56B CK001,PRED,3.7190001010894775,109.61000061035156,-28.079999923706055,2.4600000381469727,78.77999877929688,-23.1200008392334,1.3700000047683716,41.189998626708984,-16.270000457763672,-0.1899999976158142,24.239999771118164,-13.619999885559082,-1.0700000524520874,18.940000534057617,-13.109999656677246,-1.159999966621399,0.0,0.0,3.146180812,31.81243439,0.0,28.68005261,0.0,17.44959766,0.078087335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.283058177,0.0,0.0,0.0,0.553109477,0.0,0.0,13.99747954,0.0,0.0,0.0,0.0
SUBARU 56M CK001,REAL,0.0,103.8,5.94,48.63,81.47,6.72,41.12,50.69,9.29,31.36,33.65,12.33,27.01,27.28,14.13,25.57,11.34397027,0.0,10.49911733,0.0,29.37616404,0.0,26.42134628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156734281,0.0,0.0,0.0,2.426721273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626945005,0.0,0.0,0.0,0.0,17.14900151,0.0,0.0
SUBARU 56M CK001,PRED,2.180000066757202,104.44999694824219,8.449999809265137,48.220001220703125,80.12999725341797,9.279999732971191,40.16999816894531,49.02000045776367,10.720000267028809,29.8799991607666,33.22999954223633,12.800000190734863,25.59000015258789,27.5,14.300000190734863,24.59000015258789,11.34397027,0.0,10.49911733,0.0,29.37616404,0.0,26.42134628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156734281,0.0,0.0,0.0,2.426721273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626945005,0.0,0.0,0.0,0.0,17.14900151,0.0,0.0
SUBARU 658 CK001,REAL,0.0,88.8,-11.45,-35.21,70.56,-8.7,-32.57,41.7,-3.04,-26.6,23.48,3.26,-23.2,16.37,5.91,-21.72,42.30302181,0.0,0.0,10.20589537,0.0,10.20589537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.706919752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.046026861,0.0,1.431880573,4.351461699,16.74889857,0.0,0.0,0.0,0.0,0.0
SUBARU 658 CK001,PRED,3.5269999504089355,88.16999816894531,-7.480000019073486,-32.290000915527344,70.54000091552734,-5.690000057220459,-29.350000381469727,42.810001373291016,-1.3600000143051147,-23.809999465942383,25.219999313354492,3.7100000381469727,-21.309999465942383,18.1299991607666,5.909999847412109,-20.389999389648438,42.30302181,0.0,0.0,10.20589537,0.0,10.20589537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.706919752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.046026861,0.0,1.431880573,4.351461699,16.74889857,0.0,0.0,0.0,0.0,0.0
SUBARU 658 CK051,REAL,0.0,85.87,-14.54,-37.09,71.43,-11.82,-33.83,44.17,-5.75,-27.52,24.59,1.43,-24.57,17.0,4.73,-23.65,23.64271546,0.0,0.0,19.58505317,0.0,19.58505317,0.0,4.778846741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.517975734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.364548192,0.0,2.441788645,0.0,16.08401889,0.0,0.0,0.0,0.0,0.0
SUBARU 658 CK051,PRED,4.7729997634887695,85.62999725341797,-9.729999542236328,-30.81999969482422,70.45999908447266,-7.829999923706055,-28.3700008392334,44.290000915527344,-3.190000057220459,-24.1299991607666,26.209999084472656,2.2200000286102295,-22.729999542236328,18.8700008392334,4.679999828338623,-22.31999969482422,23.64271546,0.0,0.0,19.58505317,0.0,19.58505317,0.0,4.778846741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.517975734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.364548192,0.0,2.441788645,0.0,16.08401889,0.0,0.0,0.0,0.0,0.0
SUBARU 65C CK022,REAL,0.0,70.82,-2.41,-48.44,50.37,-0.27,-41.59,24.62,2.74,-30.42,12.02,5.53,-23.81,7.91,6.45,-20.73,0.0,0.0,0.0,0.0,0.0,20.13899041,0.0,16.13439393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.693668699,26.09789496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09182916,0.0,14.49563424,0.0,0.461354344,0.0,1.886234249,0.0,0.0,0.0,0.0,0.0
SUBARU 65C CK022,PRED,3.940000057220459,68.05000305175781,-1.75,-43.119998931884766,50.22999954223633,-0.5099999904632568,-36.75,26.649999618530273,1.8799999952316284,-27.469999313354492,14.010000228881836,4.53000020980835,-22.110000610351562,9.449999809265137,5.260000228881836,-19.450000762939453,0.0,0.0,0.0,0.0,0.0,20.13899041,0.0,16.13439393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.693668699,26.09789496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09182916,0.0,14.49563424,0.0,0.461354344,0.0,1.886234249,0.0,0.0,0.0,0.0,0.0
SUBARU 65C CK105,REAL,0.0,53.37,0.5,-50.06,44.04,1.48,-45.24,26.75,3.43,-34.97,13.56,6.1,-26.46,8.24,6.82,-21.77,0.0,0.0,0.0,0.0,0.0,11.03065397,20.561139,12.46389406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278519455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.90815014,0.0,0.0,18.94174907,0.0,2.293250274,0.0,8.522644045,0.0,0.0,0.0,0.0,0.0
SUBARU 65C CK105,PRED,4.547999858856201,57.81999969482422,1.350000023841858,-44.86000061035156,46.93000030517578,2.069999933242798,-40.40999984741211,29.049999237060547,3.380000114440918,-31.670000076293945,16.43000030517578,5.460000038146973,-25.040000915527344,11.0600004196167,6.159999847412109,-21.610000610351562,0.0,0.0,0.0,0.0,0.0,11.03065397,20.561139,12.46389406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278519455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.90815014,0.0,0.0,18.94174907,0.0,2.293250274,0.0,8.522644045,0.0,0.0,0.0,0.0,0.0
SUBARU 728 CK003,REAL,0.0,34.21,53.15,21.21,28.09,48.47,21.03,19.77,40.56,20.77,16.51,36.14,19.94,14.99,33.91,18.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.02866143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53145415,0.0,7.737253127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.581135602,0.0,0.0,6.227854566,11.35811714,0.0,0.0,0.0,0.0,9.53552399,0.0
