(renkenv310) C:\Users\TAC7\Desktop\RenkAI>python optimize_model.py
📂 Veri önbelleğe alınıyor...
🚀 Hiperparametre Optimizasyonu Başlıyor... (Cihaz: cuda)
⚠️ Bu işlem uzun sürebilir. Arkana yaslan ve kahve al.
🧬 Deneme: LR=0.00433, Hid=238, Emb=37, Drop=0.28, Batch=55 -> 📉 DeltaE: 5.4366
🧬 Deneme: LR=0.00366, Hid=142, Emb=9, Drop=0.05, Batch=57 -> 📉 DeltaE: 4.7711
🧬 Deneme: LR=0.00313, Hid=36, Emb=47, Drop=0.01, Batch=83 -> 📉 DeltaE: 4.3330
🧬 Deneme: LR=0.00424, Hid=141, Emb=26, Drop=0.00, Batch=17 -> 📉 DeltaE: 4.4528
🧬 Deneme: LR=0.00425, Hid=249, Emb=40, Drop=0.04, Batch=79 -> 📉 DeltaE: 4.2919
🧬 Deneme: LR=0.00577, Hid=169, Emb=38, Drop=0.01, Batch=112 -> 📉 DeltaE: 4.2523
🧬 Deneme: LR=0.00468, Hid=249, Emb=38, Drop=0.20, Batch=121 -> 📉 DeltaE: 5.0817
🧬 Deneme: LR=0.00414, Hid=221, Emb=39, Drop=0.25, Batch=56 -> 📉 DeltaE: 5.4785
🧬 Deneme: LR=0.00411, Hid=163, Emb=46, Drop=0.02, Batch=47 -> 📉 DeltaE: 4.3965
🧬 Deneme: LR=0.00325, Hid=228, Emb=46, Drop=0.01, Batch=58 -> 📉 DeltaE: 4.1556
🧬 Deneme: LR=0.00163, Hid=253, Emb=42, Drop=0.17, Batch=79 -> 📉 DeltaE: 4.4696
🧬 Deneme: LR=0.00351, Hid=36, Emb=16, Drop=0.00, Batch=99 -> 📉 DeltaE: 4.8555
🧬 Deneme: LR=0.00266, Hid=208, Emb=36, Drop=0.01, Batch=101 -> 📉 DeltaE: 4.0691
🧬 Deneme: LR=0.00284, Hid=202, Emb=43, Drop=0.09, Batch=107 -> 📉 DeltaE: 4.2430
🧬 Deneme: LR=0.00347, Hid=222, Emb=47, Drop=0.00, Batch=77 -> 📉 DeltaE: 4.1955
🧬 Deneme: LR=0.00307, Hid=212, Emb=35, Drop=0.01, Batch=77 -> 📉 DeltaE: 4.0878
